filename,width,height,class,xmin,ymin,xmax,ymax
5394466.jpg,1280,720,stripe_rust,222,379,811,436
5394466.jpg,1280,720,stripe_rust,752,420,1165,469
5394466.jpg,1280,720,stripe_rust,6,579,780,720
5394466.jpg,1280,720,stripe_rust,900,484,1280,608
5394466.jpg,1280,720,stripe_rust,483,538,876,581
5394467.jpg,1280,720,stripe_rust,111,1,1139,720
5394467.jpg,1280,720,stripe_rust,1,502,499,720
5394467.jpg,1280,720,stripe_rust,479,463,835,720
5394468.jpg,1280,720,stripe_rust,404,465,872,720
5394468.jpg,1280,720,stripe_rust,1,538,869,630
5394468.jpg,1280,720,stripe_rust,571,541,1094,601
5394468.jpg,1280,720,stripe_rust,1,656,408,720
5394468.jpg,1280,720,stripe_rust,924,635,1011,698
5394468.jpg,1280,720,stripe_rust,10,259,841,440
5394468.jpg,1280,720,stripe_rust,592,126,887,245
5394468.jpg,1280,720,stripe_rust,125,3,529,446
5394468.jpg,1280,720,stripe_rust,1076,587,1210,663
5394468.jpg,1280,720,stripe_rust,956,191,1280,330
5394469.jpg,1280,720,stripe_rust,1,163,1279,553
5394486.jpg,1280,720,stripe_rust,109,2,1280,714
5394487.jpg,1280,720,stripe_rust,498,1,855,718
5394489.jpg,1280,720,stripe_rust,550,12,720,720
5394489.jpg,1280,720,stripe_rust,2,6,560,492
5394489.jpg,1280,720,stripe_rust,10,406,380,632
5394489.jpg,1280,720,stripe_rust,925,114,998,465
5437608.jpg,1280,720,stripe_rust,436,2,1030,720
5437609.jpg,1280,720,stripe_rust,104,3,249,616
5437609.jpg,1280,720,stripe_rust,412,76,784,718
5437610.jpg,1280,720,stripe_rust,110,5,252,629
5437610.jpg,1280,720,stripe_rust,419,68,786,718
5437611.jpg,1280,720,stripe_rust,222,2,407,720
5437612.jpg,1280,720,stripe_rust,286,2,506,720
5437613.jpg,1280,720,stripe_rust,196,33,556,83
5437613.jpg,1280,720,stripe_rust,561,47,844,720
5437613.jpg,1280,720,stripe_rust,886,70,1022,720
5437614.jpg,1280,720,stripe_rust,77,1,453,45
5437614.jpg,1280,720,stripe_rust,437,5,755,720
5437614.jpg,1280,720,stripe_rust,887,375,1019,720
5437614.jpg,1280,720,stripe_rust,793,511,935,720
5437614.jpg,1280,720,stripe_rust,817,1,918,282
5437615.jpg,1280,720,stripe_rust,189,3,486,552
5437615.jpg,1280,720,stripe_rust,274,438,506,720
5437615.jpg,1280,720,stripe_rust,427,215,787,720
5437615.jpg,1280,720,stripe_rust,614,2,879,720
5437616.jpg,1280,720,stripe_rust,174,3,463,522
5437616.jpg,1280,720,stripe_rust,251,407,492,720
5437616.jpg,1280,720,stripe_rust,459,237,740,540
5437616.jpg,1280,720,stripe_rust,629,2,910,720
5437617.jpg,1280,720,stripe_rust,1,154,184,246
5437617.jpg,1280,720,stripe_rust,190,209,379,720
5437617.jpg,1280,720,stripe_rust,571,245,734,720
5437617.jpg,1280,720,stripe_rust,694,104,871,409
5437618.jpg,1280,720,stripe_rust,68,4,925,599
5437618.jpg,1280,720,stripe_rust,76,509,507,568
5536519.jpg,1280,720,stripe_rust,485,1,1162,685
5536519.jpg,1280,720,stripe_rust,105,2,235,586
5536520.jpg,1280,720,stripe_rust,790,2,1008,720
5536521.jpg,1280,720,stripe_rust,747,1,932,720
5536522.jpg,1280,720,stripe_rust,657,1,946,720
5536523.jpg,1280,720,stripe_rust,652,1,950,720
5536524.jpg,1280,720,stripe_rust,196,36,563,93
5536524.jpg,1280,720,stripe_rust,563,61,802,630
5536524.jpg,1280,720,stripe_rust,931,376,1034,684
5536524.jpg,1280,720,stripe_rust,792,462,963,654
5536524.jpg,1280,720,stripe_rust,367,175,710,720
5536524.jpg,1280,720,stripe_rust,852,1,951,300
5536525.jpg,1280,720,stripe_rust,271,1,585,545
5536525.jpg,1280,720,stripe_rust,113,523,429,720
5536525.jpg,1280,720,stripe_rust,381,442,622,720
5536525.jpg,1280,720,stripe_rust,622,1,889,720
5536525.jpg,1280,720,stripe_rust,502,267,731,497
5536526.jpg,1280,720,stripe_rust,193,1,487,560
5536526.jpg,1280,720,stripe_rust,296,484,492,719
5536526.jpg,1280,720,stripe_rust,415,206,725,540
5536526.jpg,1280,720,stripe_rust,404,237,719,720
5536526.jpg,1280,720,stripe_rust,615,3,883,720
5536527.jpg,1280,720,stripe_rust,173,2,470,526
5536527.jpg,1280,720,stripe_rust,286,437,482,720
5536527.jpg,1280,720,stripe_rust,408,163,753,561
5536527.jpg,1280,720,stripe_rust,627,2,918,720
5536528.jpg,1280,720,stripe_rust,254,139,499,645
5536528.jpg,1280,720,stripe_rust,76,1,451,50
5536528.jpg,1280,720,stripe_rust,456,11,726,640
5536528.jpg,1280,720,stripe_rust,889,380,1028,720
5536528.jpg,1280,720,stripe_rust,706,438,947,720
5536528.jpg,1280,720,stripe_rust,814,1,918,279
5536566.jpg,1280,720,stripe_rust,816,1,1023,720
5536566.jpg,1280,720,stripe_rust,778,1,858,492
5536567.jpg,1280,720,stripe_rust,53,1,775,486
5536568.jpg,1280,720,stripe_rust,649,196,1261,605
5536569.jpg,1280,720,stripe_rust,671,45,907,720
5536569.jpg,1280,720,stripe_rust,256,95,784,596
5536570.jpg,1280,720,stripe_rust,239,1,493,164
5536570.jpg,1280,720,stripe_rust,463,156,667,669
5536570.jpg,1280,720,stripe_rust,153,179,559,710
5536573.jpg,1280,720,stripe_rust,625,207,940,720
5536574.jpg,1280,720,stripe_rust,719,2,986,720
5536576.jpg,1280,720,stripe_rust,679,209,876,720
5558473.jpg,1280,720,stripe_rust,2,325,1279,636
5437619.jpg,1280,720,stripe_rust,1,578,331,668
5437619.jpg,1280,720,stripe_rust,166,22,1279,488
5437621.jpg,1280,720,stripe_rust,56,24,1102,472
5437622.jpg,1280,720,stripe_rust,345,187,965,315
5437622.jpg,1280,720,stripe_rust,204,253,337,437
5437622.jpg,1280,720,stripe_rust,915,110,1277,684
5437624.jpg,1280,720,stripe_rust,79,1,825,713
5437624.jpg,1280,720,stripe_rust,571,3,917,720
5536510.jpg,1280,720,stripe_rust,640,1,846,693
5536511.jpg,1280,720,stripe_rust,519,1,691,565
5536512.jpg,1280,720,stripe_rust,498,2,681,720
5536513.jpg,1280,720,stripe_rust,1,246,1142,380
5536514.jpg,1280,720,stripe_rust,5,381,1256,683
5536514.jpg,1280,720,stripe_rust,118,2,1038,502
5536514.jpg,1280,720,stripe_rust,463,1,1280,351
5536516.jpg,1280,720,stripe_rust,645,254,819,570
5536516.jpg,1280,720,stripe_rust,492,522,666,720
5536516.jpg,1280,720,stripe_rust,685,342,1209,601
5536516.jpg,1280,720,stripe_rust,802,122,1279,223
5536516.jpg,1280,720,stripe_rust,1,258,638,512
5536517.jpg,1280,720,stripe_rust,486,4,876,716
5536517.jpg,1280,720,stripe_rust,874,213,1010,720
5536517.jpg,1280,720,stripe_rust,401,153,644,720
5536517.jpg,1280,720,stripe_rust,1046,116,1238,686
5536518.jpg,1280,720,stripe_rust,580,2,854,644
5536518.jpg,1280,720,stripe_rust,331,315,491,706
5536518.jpg,1280,720,stripe_rust,2,213,383,720
